file,lines,line_span,domain,action,rationale
"src/server/features/ai/tools/calendar-time.ts","256","1-256","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/calendar/primitives.ts","83","1-83","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/common/backoff.ts","19","1-19","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/common/concurrency.ts","29","1-29","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/common/idempotency.ts","11","1-11","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/common/retry.ts","73","1-73","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/common/throttle.ts","56","1-56","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/contracts/tool-contract.ts","41","1-41","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/contracts/tool-result.ts","4","1-4","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/email/primitives.ts","32","1-32","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/adapters/provider-schema.ts","7","1-7","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/deterministic-policy-filter.ts","65","1-65","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/policy-filter.parity.test.ts","82","1-82","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/policy-filter.test.ts","203","1-203","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/policy-filter.ts","90","1-90","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/registry.ts","55","1-55","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/semantic-tool-candidate.ts","285","1-285","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/fabric/types.ts","32","1-32","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/harness/tool-definition-adapter.test.ts","131","1-131","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/harness/tool-definition-adapter.ts","227","1-227","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/harness/tool-split.ts","14","1-14","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/harness/types.ts","17","1-17","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/calendar/manifest.ts","18","1-18","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/calendar/tools/index.ts","11","1-11","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/inbox/manifest.ts","18","1-18","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/inbox/tools/index.ts","8","1-8","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/loader.ts","67","1-67","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/manifest-schema.ts","17","1-17","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/memory/manifest.ts","18","1-18","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/memory/tools/index.ts","8","1-8","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/policy/manifest.ts","20","1-20","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/registry.test.ts","19","1-19","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/registry.ts","17","1-17","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/web/manifest.ts","18","1-18","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/packs/web/tools/index.ts","8","1-8","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/plugins/loader.ts","20","1-20","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/plugins/policy.ts","40","1-40","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/plugins/registry.ts","53","1-53","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/plugins/types.ts","16","1-16","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/policy-matcher.test.ts","102","1-102","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/policy-matcher.ts","84","1-84","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/policy-resolver.test.ts","94","1-94","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/policy-resolver.ts","308","1-308","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/tool-policy.parity.test.ts","37","1-37","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/tool-policy.ts","308","1-308","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/tool-policy.web.test.ts","11","1-11","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/policy/types.ts","46","1-46","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/providers/calendar.test.ts","228","1-228","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/providers/calendar.ts","502","1-502","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/providers/email.search.test.ts","614","1-614","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/providers/email.ts","1137","1-1137","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/providers/types.ts","36","1-36","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/registry/index.ts","32","1-32","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/calendar.conflicts.test.ts","73","1-73","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/calendar.timezone.test.ts","195","1-195","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/calendar.ts","1750","1-1750","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/context.ts","41","1-41","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/email.concepts.test.ts","58","1-58","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/email.timezone.test.ts","361","1-361","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/email.ts","2300","1-2300","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/email.unreplied.test.ts","250","1-250","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/errors.ts","93","1-93","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/calendar.ts","73","1-73","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/email.ts","163","1-163","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/index.test.ts","13","1-13","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/index.ts","33","1-33","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/memory.ts","22","1-22","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/planner.ts","27","1-27","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/policy.ts","66","1-66","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/search.ts","8","1-8","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/task.ts","16","1-16","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/types.ts","15","1-15","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/utils.ts","22","1-22","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/web.test.ts","32","1-32","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/executors/web.ts","25","1-25","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/idempotency.ts","39","1-39","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/index.ts","29","1-29","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/memory.ts","308","1-308","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/planner.ts","410","1-410","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/policy.targeting.test.ts","136","1-136","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/policy.ts","644","1-644","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/registry.safety.test.ts","32","1-32","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/registry.ts","1394","1-1394","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/search.test.ts","106","1-106","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/search.ts","282","1-282","ai_runtime","PRUNE_FROM_SECRETARY_MODE","Out-of-scope in secretary-only operational surface"
"src/server/features/ai/tools/runtime/capabilities/task.test.ts","181","1-181","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/task.ts","660","1-660","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/types.ts","20","1-20","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/validators/email-search.test.ts","27","1-27","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/validators/email-search.ts","247","1-247","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web-fetch-utils.ts","134","1-134","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web-shared.ts","94","1-94","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web-ssrf.test.ts","35","1-35","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web-ssrf.ts","243","1-243","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web.test.ts","359","1-359","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/runtime/capabilities/web.ts","1391","1-1391","ai_runtime","PRUNE_FROM_SECRETARY_MODE","Out-of-scope in secretary-only operational surface"
"src/server/features/ai/tools/timezone.ts","116","1-116","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/tools/types.ts","122","1-122","ai_tools_skills","MODIFY_V2_TOOLING","Adopt Agent-SDK-style tools/skills lifecycle"
"src/server/features/ai/types.ts","33","1-33","ai_runtime","MODIFY_V2_CORE","Primary runtime migration zone"
"src/server/features/approvals/README.md","20","1-20","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/approvals/action-token.ts","78","1-78","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/authorization.ts","168","1-168","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/execute.ts","450","1-450","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/policy.test.ts","135","1-135","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/policy.ts","25","1-25","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/rules.test.ts","266","1-266","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/rules.ts","1036","1-1036","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/service.test.ts","175","1-175","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/service.ts","137","1-137","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/structured-execution.ts","284","1-284","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/approvals/types.ts","37","1-37","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/assistant-email/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/assistant-email/is-assistant-email.test.ts","85","1-85","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/assistant-email/is-assistant-email.ts","36","1-36","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/assistant-email/process-assistant-email.ts","289","1-289","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/calendar/README.md","41","1-41","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/calendar/action-log.ts","55","1-55","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/adaptive-replanner.ts","381","1-381","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/ai/availability.ts","357","1-357","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/ambiguous-time.ts","99","1-99","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/availability-types.ts","22","1-22","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/availability.test.ts","116","1-116","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/canonical-state.ts","506","1-506","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/client.ts","176","1-176","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/constants.ts","3","1-3","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/error-handling.test.ts","52","1-52","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/event-provider.ts","95","1-95","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/event-types.ts","91","1-91","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/handle-calendar-callback.ts","287","1-287","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/oauth-callback-helpers.ts","175","1-175","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/oauth-types.ts","43","1-43","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/participant-resolver.test.ts","54","1-54","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/participant-resolver.ts","497","1-497","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/google-availability.test.ts","54","1-54","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/google-availability.ts","96","1-96","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/google-events.ts","266","1-266","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/google.test.ts","203","1-203","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/google.ts","182","1-182","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/microsoft-availability.test.ts","263","1-263","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/microsoft-availability.ts","122","1-122","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/microsoft-events.ts","292","1-292","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/providers/microsoft.ts","204","1-204","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/safety-gate.test.ts","120","1-120","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/safety-gate.ts","212","1-212","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/schedule-proposal.ts","199","1-199","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/CalendarService.ts","24","1-24","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/CalendarServiceImpl.ts","239","1-239","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/SchedulingService.ts","218","1-218","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/SlotScorer.ts","194","1-194","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/TaskSchedulingService.test.ts","197","1-197","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/TaskSchedulingService.ts","432","1-432","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/TimeSlotManager.ts","376","1-376","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/adapters/CalendarProviderAdapter.ts","118","1-118","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/date-utils.test.ts","54","1-54","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/date-utils.ts","85","1-85","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/insights.ts","165","1-165","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/scheduling/types.ts","61","1-61","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/selection-invariant.test.ts","134","1-134","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/selection-invariant.ts","340","1-340","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/sync/google.test.ts","244","1-244","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/sync/google.ts","393","1-393","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/sync/microsoft.ts","218","1-218","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/timezone-helpers.ts","40","1-40","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/unified-availability.test.ts","324","1-324","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/unified-availability.ts","199","1-199","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/calendar/utils.ts","13","1-13","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/categorize/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/categorize/ai/ai-categorize-senders.ts","202","1-202","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/categorize/ai/ai-categorize-single-sender.ts","103","1-103","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/categorize/ai/format-categories.ts","10","1-10","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/categorize/ai/heuristics.ts","93","1-93","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/categorize/senders/categorize.ts","196","1-196","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/channels/README.md","18","1-18","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/channels/conversation-key.ts","70","1-70","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/executor.ts","131","1-131","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/router.test.ts","233","1-233","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/router.ts","714","1-714","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/runtime.test.ts","43","1-43","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/runtime.ts","54","1-54","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/surface-account.ts","156","1-156","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/channels/types.ts","74","1-74","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/conversations/README.md","11","1-11","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/conversations/service.ts","118","1-118","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/drafts/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/drafts/operations.ts","111","1-111","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/drafts/service.ts","192","1-192","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/README.md","27","1-27","meta","KEEP_UNCHANGED","Documentation/reference"
